ean,geko_variant_stock_id,price_type,net_value,gross_value,currency
5901477189883,,base_product_standard,45.27,45.27,PLN
5901477189951,1,variant_standard,5.64,5.64,PLN
5901477189951,,base_product_standard,5.64,5.64,PLN
5901477189852,1,variant_standard,3.13,3.13,PLN
5901477189852,,base_product_standard,3.13,3.13,PLN
5901477190940,1,variant_standard,52.80,52.80,PLN
5901477190940,,base_product_standard,52.80,52.80,PLN
5901477191244,1,variant_standard,1.04,1.04,PLN
5901477191244,,base_product_standard,1.04,1.04,PLN
5901477191251,1,variant_standard,1.1,1.1,PLN
5901477191251,,base_product_standard,1.1,1.1,PLN
5901477191268,1,variant_standard,1.19,1.19,PLN
5901477191268,,base_product_standard,1.19,1.19,PLN
5901477191275,1,variant_standard,1.28,1.28,PLN
5901477191275,,base_product_standard,1.28,1.28,PLN
5901477191282,1,variant_standard,1.35,1.35,PLN
5901477191282,,base_product_standard,1.35,1.35,PLN
5901477191299,1,variant_standard,1.38,1.38,PLN
5901477191299,,base_product_standard,1.38,1.38,PLN
5901477189890,1,variant_standard,6.07,6.07,PLN
5901477189890,,base_product_standard,6.07,6.07,PLN
5901477189906,1,variant_standard,4.19,4.19,PLN
5901477189906,,base_product_standard,4.19,4.19,PLN
5901477190803,1,variant_standard,15.37,15.37,PLN
5901477190803,,base_product_standard,15.37,15.37,PLN
5901477191350,1,variant_standard,3.8,3.8,PLN
5901477191350,,base_product_standard,3.8,3.8,PLN
5901477190285,1,variant_standard,14.92,14.92,PLN
5901477190285,,base_product_standard,14.92,14.92,PLN
5901477189937,1,variant_standard,1.54,1.54,PLN
5901477189937,,base_product_standard,1.54,1.54,PLN
5901477189944,1,variant_standard,1.1,1.1,PLN
5901477189944,,base_product_standard,1.1,1.1,PLN
5901477189920,1,variant_standard,21.08,21.08,PLN
5901477189920,,base_product_standard,21.08,21.08,PLN
5901477191022,1,variant_standard,5.54,5.54,PLN
5901477191022,,base_product_standard,5.54,5.54,PLN
,1,variant_standard,1.67,1.67,PLN
,,base_product_standard,1.67,1.67,PLN
5901477191381,1,variant_standard,3.69,3.69,PLN
5901477191381,,base_product_standard,3.69,3.69,PLN
5901477191398,1,variant_standard,4.96,4.96,PLN
5901477191398,,base_product_standard,4.96,4.96,PLN
5901477190827,1,variant_standard,0.4,0.4,PLN
5901477190827,,base_product_standard,0.4,0.4,PLN
5901477190834,1,variant_standard,0.44,0.44,PLN
5901477190834,,base_product_standard,0.44,0.44,PLN
5901477191428,1,variant_standard,48,48,PLN
5901477191428,,base_product_standard,48,48,PLN
5901477191435,1,variant_standard,20.8,20.8,PLN
5901477191435,,base_product_standard,20.8,20.8,PLN
5901477190872,1,variant_standard,0.55,0.55,PLN
5901477190872,,base_product_standard,0.55,0.55,PLN
5901477190889,1,variant_standard,0.6,0.6,PLN
5901477190889,,base_product_standard,0.6,0.6,PLN
5901477190896,1,variant_standard,0.86,0.86,PLN
5901477190896,,base_product_standard,0.86,0.86,PLN
5901477190902,1,variant_standard,2.04,2.04,PLN
5901477190902,,base_product_standard,2.04,2.04,PLN
5901477190919,1,variant_standard,2.14,2.14,PLN
5901477190919,,base_product_standard,2.14,2.14,PLN
5901477190926,1,variant_standard,2.24,2.24,PLN
5901477190926,,base_product_standard,2.24,2.24,PLN
5901477190933,1,variant_standard,0.79,0.79,PLN
5901477190933,,base_product_standard,0.79,0.79,PLN
5901477190988,1,variant_standard,0.96,0.96,PLN
5901477190988,,base_product_standard,0.96,0.96,PLN
5901477190995,1,variant_standard,1.35,1.35,PLN
5901477190995,,base_product_standard,1.35,1.35,PLN
5901477191008,1,variant_standard,2.12,2.12,PLN
5901477191008,,base_product_standard,2.12,2.12,PLN
5901477191015,1,variant_standard,2.12,2.12,PLN
5901477191015,,base_product_standard,2.12,2.12,PLN
5901477191039,1,variant_standard,2.2,2.2,PLN
5901477191039,,base_product_standard,2.2,2.2,PLN
5901477191046,1,variant_standard,0.79,0.79,PLN
5901477191046,,base_product_standard,0.79,0.79,PLN
5901477191053,1,variant_standard,0.95,0.95,PLN
5901477191053,,base_product_standard,0.95,0.95,PLN
5901477191060,1,variant_standard,1.23,1.23,PLN
5901477191060,,base_product_standard,1.23,1.23,PLN
5901477191084,1,variant_standard,2.1,2.1,PLN
5901477191084,,base_product_standard,2.1,2.1,PLN
5901477191091,1,variant_standard,2.13,2.13,PLN
5901477191091,,base_product_standard,2.13,2.13,PLN
5901477191114,1,variant_standard,2.15,2.15,PLN
5901477191114,,base_product_standard,2.15,2.15,PLN
5901477191329,1,variant_standard,5.65,5.65,PLN
5901477191329,,base_product_standard,5.65,5.65,PLN
5901477191336,1,variant_standard,9.57,9.57,PLN
5901477191336,,base_product_standard,9.57,9.57,PLN
5901477191343,1,variant_standard,14.14,14.14,PLN
5901477191343,,base_product_standard,14.14,14.14,PLN
5901477191367,1,variant_standard,17.6,17.6,PLN
5901477191367,,base_product_standard,17.6,17.6,PLN
5901477191374,1,variant_standard,21.13,21.13,PLN
5901477191374,,base_product_standard,21.13,21.13,PLN
5901477193620,1,variant_standard,38.73,38.73,PLN
5901477193620,,base_product_standard,38.73,38.73,PLN
5901477191480,1,variant_standard,41.68,41.68,PLN
5901477191480,,base_product_standard,41.68,41.68,PLN
5901477191466,1,variant_standard,0.8,0.8,PLN
5901477191466,,base_product_standard,0.8,0.8,PLN
5901477191473,1,variant_standard,0.96,0.96,PLN
5901477191473,,base_product_standard,0.96,0.96,PLN
5901477190841,1,variant_standard,8.48,8.48,PLN
5901477190841,,base_product_standard,8.48,8.48,PLN
5901477190667,1,variant_standard,3.32,3.32,PLN
5901477190667,,base_product_standard,3.32,3.32,PLN
5901477190674,1,variant_standard,2.8,2.8,PLN
5901477190674,,base_product_standard,2.8,2.8,PLN
5901477190643,1,variant_standard,1.32,1.32,PLN
5901477190643,,base_product_standard,1.32,1.32,PLN
5901477190650,1,variant_standard,1.43,1.43,PLN
5901477190650,,base_product_standard,1.43,1.43,PLN
5901477190711,1,variant_standard,8.4,8.4,PLN
5901477190711,,base_product_standard,8.4,8.4,PLN
5901477190704,1,variant_standard,8.4,8.4,PLN
5901477190704,,base_product_standard,8.4,8.4,PLN
5901477190698,1,variant_standard,8.4,8.4,PLN
5901477190698,,base_product_standard,8.4,8.4,PLN
5901477190728,1,variant_standard,8.4,8.4,PLN
5901477190728,,base_product_standard,8.4,8.4,PLN
5901477190735,1,variant_standard,8.4,8.4,PLN
5901477190735,,base_product_standard,8.4,8.4,PLN
5901477190780,1,variant_standard,8.4,8.4,PLN
5901477190780,,base_product_standard,8.4,8.4,PLN
5901477190766,1,variant_standard,8.4,8.4,PLN
5901477190766,,base_product_standard,8.4,8.4,PLN
5901477190759,1,variant_standard,8.4,8.4,PLN
5901477190759,,base_product_standard,8.4,8.4,PLN
5901477190742,1,variant_standard,8.4,8.4,PLN
5901477190742,,base_product_standard,8.4,8.4,PLN
5901477190773,1,variant_standard,8.4,8.4,PLN
5901477190773,,base_product_standard,8.4,8.4,PLN
5901477190810,1,variant_standard,8.4,8.4,PLN
5901477190810,,base_product_standard,8.4,8.4,PLN
5901477191442,1,variant_standard,9.05,9.05,PLN
5901477191442,,base_product_standard,9.05,9.05,PLN
5901477191077,1,variant_standard,15.07,15.07,PLN
5901477191077,,base_product_standard,15.07,15.07,PLN
5901477191107,1,variant_standard,14.05,14.05,PLN
5901477191107,,base_product_standard,14.05,14.05,PLN
5901477191121,1,variant_standard,7.92,7.92,PLN
5901477191121,,base_product_standard,7.92,7.92,PLN
5901477191138,1,variant_standard,7.92,7.92,PLN
5901477191138,,base_product_standard,7.92,7.92,PLN
5901477191145,1,variant_standard,7.92,7.92,PLN
5901477191145,,base_product_standard,7.92,7.92,PLN
5901477191152,1,variant_standard,7.92,7.92,PLN
5901477191152,,base_product_standard,7.92,7.92,PLN
5901477191169,1,variant_standard,11.52,11.52,PLN
5901477191169,,base_product_standard,11.52,11.52,PLN
5901477191176,1,variant_standard,11.52,11.52,PLN
5901477191176,,base_product_standard,11.52,11.52,PLN
5901477191183,1,variant_standard,11.52,11.52,PLN
5901477191183,,base_product_standard,11.52,11.52,PLN
5901477191190,1,variant_standard,11.52,11.52,PLN
5901477191190,,base_product_standard,11.52,11.52,PLN
5901477191206,1,variant_standard,21.60,21.60,PLN
5901477191206,,base_product_standard,21.60,21.60,PLN
5901477191213,1,variant_standard,21.60,21.60,PLN
5901477191213,,base_product_standard,21.60,21.60,PLN
5901477191220,1,variant_standard,21.60,21.60,PLN
5901477191220,,base_product_standard,21.60,21.60,PLN
5901477191541,1,variant_standard,36.15,36.15,PLN
5901477191541,,base_product_standard,36.15,36.15,PLN
5901477191558,1,variant_standard,46.33,46.33,PLN
5901477191558,,base_product_standard,46.33,46.33,PLN
5901477191619,1,variant_standard,16.76,16.76,PLN
5901477191619,,base_product_standard,16.76,16.76,PLN
5901477190957,1,variant_standard,13.22,13.22,PLN
5901477190957,,base_product_standard,13.22,13.22,PLN
5901477191237,1,variant_standard,21.60,21.60,PLN
5901477191237,,base_product_standard,21.60,21.60,PLN
5901477191916,1,variant_standard,27.50,27.50,PLN
5901477191916,,base_product_standard,27.50,27.50,PLN
,1,variant_standard,11.93,11.93,PLN
,,base_product_standard,11.93,11.93,PLN
5901477191565,1,variant_standard,27.69,27.69,PLN
5901477191565,,base_product_standard,27.69,27.69,PLN
5901477191572,1,variant_standard,21.38,21.38,PLN
5901477191572,,base_product_standard,21.38,21.38,PLN
5901477191589,1,variant_standard,7.36,7.36,PLN
5901477191589,,base_product_standard,7.36,7.36,PLN
5901477191664,1,variant_standard,3.97,3.97,PLN
5901477191664,,base_product_standard,3.97,3.97,PLN
5901477191602,1,variant_standard,11.71,11.71,PLN
5901477191602,,base_product_standard,11.71,11.71,PLN
5901477191626,1,variant_standard,12.69,12.69,PLN
5901477191626,,base_product_standard,12.69,12.69,PLN
5901477191633,1,variant_standard,34.79,34.79,PLN
5901477191633,,base_product_standard,34.79,34.79,PLN
5901477191640,1,variant_standard,59.98,59.98,PLN
5901477191640,,base_product_standard,59.98,59.98,PLN
5901477191657,1,variant_standard,59.98,59.98,PLN
5901477191657,,base_product_standard,59.98,59.98,PLN
5901477191671,1,variant_standard,9.14,9.14,PLN
5901477191671,,base_product_standard,9.14,9.14,PLN
5901477191688,1,variant_standard,14.28,14.28,PLN
5901477191688,,base_product_standard,14.28,14.28,PLN
5901477191695,1,variant_standard,5.94,5.94,PLN
5901477191695,,base_product_standard,5.94,5.94,PLN
5901477191701,1,variant_standard,5.52,5.52,PLN
5901477191701,,base_product_standard,5.52,5.52,PLN
5901477191787,1,variant_standard,11.01,11.01,PLN
5901477191787,,base_product_standard,11.01,11.01,PLN
5901477191794,1,variant_standard,11.57,11.57,PLN
5901477191794,,base_product_standard,11.57,11.57,PLN
5901477191800,1,variant_standard,11.98,11.98,PLN
5901477191800,,base_product_standard,11.98,11.98,PLN
5901477191817,1,variant_standard,12.59,12.59,PLN
5901477191817,,base_product_standard,12.59,12.59,PLN
5901477191824,1,variant_standard,13.13,13.13,PLN
5901477191824,,base_product_standard,13.13,13.13,PLN
5901477191831,1,variant_standard,13.47,13.47,PLN
5901477191831,,base_product_standard,13.47,13.47,PLN
5901477191848,1,variant_standard,13.71,13.71,PLN
5901477191848,,base_product_standard,13.71,13.71,PLN
5901477191855,1,variant_standard,17.46,17.46,PLN
5901477191855,,base_product_standard,17.46,17.46,PLN
5901477191862,1,variant_standard,16.29,16.29,PLN
5901477191862,,base_product_standard,16.29,16.29,PLN
5901477191879,1,variant_standard,17.92,17.92,PLN
5901477191879,,base_product_standard,17.92,17.92,PLN
5901477191886,1,variant_standard,19.26,19.26,PLN
5901477191886,,base_product_standard,19.26,19.26,PLN
5901477191893,1,variant_standard,23.93,23.93,PLN
5901477191893,,base_product_standard,23.93,23.93,PLN
5901477191909,1,variant_standard,25.67,25.67,PLN
5901477191909,,base_product_standard,25.67,25.67,PLN
5901477192197,1,variant_standard,2.02,2.02,PLN
5901477192197,,base_product_standard,2.02,2.02,PLN
5901477192203,1,variant_standard,2.06,2.06,PLN
5901477192203,,base_product_standard,2.06,2.06,PLN
5901477192210,1,variant_standard,2.15,2.15,PLN
5901477192210,,base_product_standard,2.15,2.15,PLN
5901477192227,1,variant_standard,2.15,2.15,PLN
5901477192227,,base_product_standard,2.15,2.15,PLN
5901477192234,1,variant_standard,2.23,2.23,PLN
5901477192234,,base_product_standard,2.23,2.23,PLN
5901477192241,1,variant_standard,2.23,2.23,PLN
5901477192241,,base_product_standard,2.23,2.23,PLN
5901477192258,1,variant_standard,2.25,2.25,PLN
5901477192258,,base_product_standard,2.25,2.25,PLN
5901477192265,1,variant_standard,2.33,2.33,PLN
5901477192265,,base_product_standard,2.33,2.33,PLN
5901477192272,1,variant_standard,2.55,2.55,PLN
5901477192272,,base_product_standard,2.55,2.55,PLN
5901477192289,1,variant_standard,2.74,2.74,PLN
5901477192289,,base_product_standard,2.74,2.74,PLN
5901477192296,1,variant_standard,3.35,3.35,PLN
5901477192296,,base_product_standard,3.35,3.35,PLN
5901477192302,1,variant_standard,8.23,8.23,PLN
5901477192302,,base_product_standard,8.23,8.23,PLN
5901477191756,1,variant_standard,11.04,11.04,PLN
5901477191756,,base_product_standard,11.04,11.04,PLN
5901477191763,1,variant_standard,11.04,11.04,PLN
5901477191763,,base_product_standard,11.04,11.04,PLN
5901477191770,1,variant_standard,10.80,10.80,PLN
5901477191770,,base_product_standard,10.80,10.80,PLN
5901477191718,1,variant_standard,5.81,5.81,PLN
5901477191718,,base_product_standard,5.81,5.81,PLN
5901477191725,1,variant_standard,0.81,0.81,PLN
5901477191725,,base_product_standard,0.81,0.81,PLN
5901477191732,1,variant_standard,1.53,1.53,PLN
5901477191732,,base_product_standard,1.53,1.53,PLN
5901477192715,1,variant_standard,30.84,30.84,PLN
5901477192715,,base_product_standard,30.84,30.84,PLN
5901477192616,1,variant_standard,11.58,11.58,PLN
5901477192616,,base_product_standard,11.58,11.58,PLN
5901477192623,1,variant_standard,9.53,9.53,PLN
5901477192623,,base_product_standard,9.53,9.53,PLN
5901477192180,1,variant_standard,47.76,47.76,PLN
5901477192180,,base_product_standard,47.76,47.76,PLN
5901477193637,1,variant_standard,3.97,3.97,PLN
5901477193637,,base_product_standard,3.97,3.97,PLN
5901477193644,1,variant_standard,7.93,7.93,PLN
5901477193644,,base_product_standard,7.93,7.93,PLN
5901477193668,1,variant_standard,48.04,48.04,PLN
5901477193668,,base_product_standard,48.04,48.04,PLN
5901477193651,1,variant_standard,37.41,37.41,PLN
5901477193651,,base_product_standard,37.41,37.41,PLN
5901477192807,1,variant_standard,16.08,16.08,PLN
5901477192807,,base_product_standard,16.08,16.08,PLN
5901477192333,1,variant_standard,3.84,3.84,PLN
5901477192333,,base_product_standard,3.84,3.84,PLN
5901477192326,1,variant_standard,3.84,3.84,PLN
5901477192326,,base_product_standard,3.84,3.84,PLN
5901477192319,1,variant_standard,3.84,3.84,PLN
5901477192319,,base_product_standard,3.84,3.84,PLN
5901477192340,1,variant_standard,3.84,3.84,PLN
5901477192340,,base_product_standard,3.84,3.84,PLN
5901477192357,1,variant_standard,3.84,3.84,PLN
5901477192357,,base_product_standard,3.84,3.84,PLN
5901477192388,1,variant_standard,3.84,3.84,PLN
5901477192388,,base_product_standard,3.84,3.84,PLN
5901477192371,1,variant_standard,3.84,3.84,PLN
5901477192371,,base_product_standard,3.84,3.84,PLN
5901477192364,1,variant_standard,3.84,3.84,PLN
5901477192364,,base_product_standard,3.84,3.84,PLN
5901477192395,1,variant_standard,3.84,3.84,PLN
5901477192395,,base_product_standard,3.84,3.84,PLN
5901477192401,1,variant_standard,3.84,3.84,PLN
5901477192401,,base_product_standard,3.84,3.84,PLN
5901477192418,1,variant_standard,0.21,0.21,PLN
5901477192418,,base_product_standard,0.21,0.21,PLN
5901477191749,1,variant_standard,15.47,15.47,PLN
5901477191749,,base_product_standard,15.47,15.47,PLN
5901477192784,1,variant_standard,62.52,62.52,PLN
5901477192784,,base_product_standard,62.52,62.52,PLN
5901477192876,1,variant_standard,32.22,32.22,PLN
5901477192876,,base_product_standard,32.22,32.22,PLN
5901477192883,1,variant_standard,22.32,22.32,PLN
5901477192883,,base_product_standard,22.32,22.32,PLN
5901477192753,1,variant_standard,7.99,7.99,PLN
5901477192753,,base_product_standard,7.99,7.99,PLN
5901477192760,1,variant_standard,4.57,4.57,PLN
5901477192760,,base_product_standard,4.57,4.57,PLN
5901477192777,1,variant_standard,12.4,12.4,PLN
5901477192777,,base_product_standard,12.4,12.4,PLN
5901477192791,1,variant_standard,0.54,0.54,PLN
5901477192791,,base_product_standard,0.54,0.54,PLN
5901477192630,1,variant_standard,2.17,2.17,PLN
5901477192630,,base_product_standard,2.17,2.17,PLN
5901477192654,1,variant_standard,2.76,2.76,PLN
5901477192654,,base_product_standard,2.76,2.76,PLN
5901477192678,1,variant_standard,2.84,2.84,PLN
5901477192678,,base_product_standard,2.84,2.84,PLN
5901477192692,1,variant_standard,3.39,3.39,PLN
5901477192692,,base_product_standard,3.39,3.39,PLN
5901477192647,1,variant_standard,2.17,2.17,PLN
5901477192647,,base_product_standard,2.17,2.17,PLN
5901477192661,1,variant_standard,2.76,2.76,PLN
5901477192661,,base_product_standard,2.76,2.76,PLN
5901477192685,1,variant_standard,2.84,2.84,PLN
5901477192685,,base_product_standard,2.84,2.84,PLN
5901477192708,1,variant_standard,3.27,3.27,PLN
5901477192708,,base_product_standard,3.27,3.27,PLN
5901477192722,1,variant_standard,2.28,2.28,PLN
5901477192722,,base_product_standard,2.28,2.28,PLN
5901477192739,1,variant_standard,21.06,21.06,PLN
5901477192739,,base_product_standard,21.06,21.06,PLN
5901477192746,1,variant_standard,2.7,2.7,PLN
5901477192746,,base_product_standard,2.7,2.7,PLN
5901477192869,1,variant_standard,32.69,32.69,PLN
5901477192869,,base_product_standard,32.69,32.69,PLN
5901477193385,1,variant_standard,50.97,50.97,PLN
5901477193385,,base_product_standard,50.97,50.97,PLN
5901477193675,1,variant_standard,59.71,59.71,PLN
5901477193675,,base_product_standard,59.71,59.71,PLN
5901477192500,1,variant_standard,5.00,5.00,PLN
5901477192500,,base_product_standard,5.00,5.00,PLN
5901477192524,1,variant_standard,6.00,6.00,PLN
5901477192524,,base_product_standard,6.00,6.00,PLN
5901477192548,1,variant_standard,9.00,9.00,PLN
5901477192548,,base_product_standard,9.00,9.00,PLN
5901477192517,1,variant_standard,5.00,5.00,PLN
5901477192517,,base_product_standard,5.00,5.00,PLN
5901477192531,1,variant_standard,5.00,5.00,PLN
5901477192531,,base_product_standard,5.00,5.00,PLN
5901477192555,1,variant_standard,9.00,9.00,PLN
5901477192555,,base_product_standard,9.00,9.00,PLN
5901477192562,1,variant_standard,13.00,13.00,PLN
5901477192562,,base_product_standard,13.00,13.00,PLN
5901477192586,1,variant_standard,21.00,21.00,PLN
5901477192586,,base_product_standard,21.00,21.00,PLN
5901477192609,1,variant_standard,35.00,35.00,PLN
5901477192609,,base_product_standard,35.00,35.00,PLN
5901477192579,1,variant_standard,14.00,14.00,PLN
5901477192579,,base_product_standard,14.00,14.00,PLN
5901477192593,1,variant_standard,22.00,22.00,PLN
5901477192593,,base_product_standard,22.00,22.00,PLN
5901477192104,1,variant_standard,0.6,0.6,PLN
5901477192104,,base_product_standard,0.6,0.6,PLN
5901477192111,1,variant_standard,0.62,0.62,PLN
5901477192111,,base_product_standard,0.62,0.62,PLN
5901477192128,1,variant_standard,0.66,0.66,PLN
5901477192128,,base_product_standard,0.66,0.66,PLN
5901477192135,1,variant_standard,0.7,0.7,PLN
5901477192135,,base_product_standard,0.7,0.7,PLN
5901477192142,1,variant_standard,0.6,0.6,PLN
5901477192142,,base_product_standard,0.6,0.6,PLN
5901477192159,1,variant_standard,0.66,0.66,PLN
5901477192159,,base_product_standard,0.66,0.66,PLN
5901477192166,1,variant_standard,0.7,0.7,PLN
5901477192166,,base_product_standard,0.7,0.7,PLN
5901477192173,1,variant_standard,0.87,0.87,PLN
5901477192173,,base_product_standard,0.87,0.87,PLN
5901477192425,1,variant_standard,37.42,37.42,PLN
5901477192425,,base_product_standard,37.42,37.42,PLN
5901477192432,1,variant_standard,47.13,47.13,PLN
5901477192432,,base_product_standard,47.13,47.13,PLN
5901477192449,1,variant_standard,31.28,31.28,PLN
5901477192449,,base_product_standard,31.28,31.28,PLN
5901477192456,1,variant_standard,15.82,15.82,PLN
5901477192456,,base_product_standard,15.82,15.82,PLN
5901477192463,1,variant_standard,35.81,35.81,PLN
5901477192463,,base_product_standard,35.81,35.81,PLN
5901477192470,1,variant_standard,42.48,42.48,PLN
5901477192470,,base_product_standard,42.48,42.48,PLN
5901477192487,1,variant_standard,2.14,2.14,PLN
5901477192487,,base_product_standard,2.14,2.14,PLN
5901477192890,1,variant_standard,0.62,0.62,PLN
5901477192890,,base_product_standard,0.62,0.62,PLN
5901477192920,1,variant_standard,0.62,0.62,PLN
5901477192920,,base_product_standard,0.62,0.62,PLN
5901477192968,1,variant_standard,0.62,0.62,PLN
5901477192968,,base_product_standard,0.62,0.62,PLN
5901477192999,1,variant_standard,0.62,0.62,PLN
5901477192999,,base_product_standard,0.62,0.62,PLN
5901477193040,1,variant_standard,0.62,0.62,PLN
5901477193040,,base_product_standard,0.62,0.62,PLN
5901477193095,1,variant_standard,0.62,0.62,PLN
5901477193095,,base_product_standard,0.62,0.62,PLN
5901477193118,1,variant_standard,0.62,0.62,PLN
5901477193118,,base_product_standard,0.62,0.62,PLN
5901477193149,1,variant_standard,0.62,0.62,PLN
5901477193149,,base_product_standard,0.62,0.62,PLN
5901477193170,1,variant_standard,0.62,0.62,PLN
5901477193170,,base_product_standard,0.62,0.62,PLN
5901477193224,1,variant_standard,0.62,0.62,PLN
5901477193224,,base_product_standard,0.62,0.62,PLN
5901477193279,1,variant_standard,0.62,0.62,PLN
5901477193279,,base_product_standard,0.62,0.62,PLN
5901477193323,1,variant_standard,0.62,0.62,PLN
5901477193323,,base_product_standard,0.62,0.62,PLN
5901477193354,1,variant_standard,0.62,0.62,PLN
5901477193354,,base_product_standard,0.62,0.62,PLN
5901477193361,1,variant_standard,0.62,0.62,PLN
5901477193361,,base_product_standard,0.62,0.62,PLN
5901477193378,1,variant_standard,0.62,0.62,PLN
5901477193378,,base_product_standard,0.62,0.62,PLN
5901477193392,1,variant_standard,0.62,0.62,PLN
5901477193392,,base_product_standard,0.62,0.62,PLN
5901477192913,1,variant_standard,2.60,2.60,PLN
5901477192913,,base_product_standard,2.60,2.60,PLN
5901477192982,1,variant_standard,2.60,2.60,PLN
5901477192982,,base_product_standard,2.60,2.60,PLN
5901477193033,1,variant_standard,2.60,2.60,PLN
5901477193033,,base_product_standard,2.60,2.60,PLN
5901477193088,1,variant_standard,2.60,2.60,PLN
5901477193088,,base_product_standard,2.60,2.60,PLN
5901477193132,1,variant_standard,2.60,2.60,PLN
5901477193132,,base_product_standard,2.60,2.60,PLN
5901477193163,1,variant_standard,2.60,2.60,PLN
5901477193163,,base_product_standard,2.60,2.60,PLN
5901477193217,1,variant_standard,2.60,2.60,PLN
5901477193217,,base_product_standard,2.60,2.60,PLN
5901477193262,1,variant_standard,2.60,2.60,PLN
5901477193262,,base_product_standard,2.60,2.60,PLN
5901477193316,1,variant_standard,2.60,2.60,PLN
5901477193316,,base_product_standard,2.60,2.60,PLN
5901477193347,1,variant_standard,3.30,3.30,PLN
5901477193347,,base_product_standard,3.30,3.30,PLN
5901477192937,1,variant_standard,0.57,0.57,PLN
5901477192937,,base_product_standard,0.57,0.57,PLN
5901477192975,1,variant_standard,0.57,0.57,PLN
5901477192975,,base_product_standard,0.57,0.57,PLN
5901477193002,1,variant_standard,0.57,0.57,PLN
5901477193002,,base_product_standard,0.57,0.57,PLN
5901477193057,1,variant_standard,0.57,0.57,PLN
5901477193057,,base_product_standard,0.57,0.57,PLN
5901477193101,1,variant_standard,0.57,0.57,PLN
5901477193101,,base_product_standard,0.57,0.57,PLN
5901477193125,1,variant_standard,0.57,0.57,PLN
5901477193125,,base_product_standard,0.57,0.57,PLN
5901477193156,1,variant_standard,0.57,0.57,PLN
5901477193156,,base_product_standard,0.57,0.57,PLN
5901477193187,1,variant_standard,0.57,0.57,PLN
5901477193187,,base_product_standard,0.57,0.57,PLN
5901477193231,1,variant_standard,0.57,0.57,PLN
5901477193231,,base_product_standard,0.57,0.57,PLN
5901477193286,1,variant_standard,0.57,0.57,PLN
5901477193286,,base_product_standard,0.57,0.57,PLN
5901477193330,1,variant_standard,0.57,0.57,PLN
5901477193330,,base_product_standard,0.57,0.57,PLN
5901477192944,1,variant_standard,3.80,3.80,PLN
5901477192944,,base_product_standard,3.80,3.80,PLN
5901477193064,1,variant_standard,3.80,3.80,PLN
5901477193064,,base_product_standard,3.80,3.80,PLN
5901477193194,1,variant_standard,3.80,3.80,PLN
5901477193194,,base_product_standard,3.80,3.80,PLN
5901477193248,1,variant_standard,3.80,3.80,PLN
5901477193248,,base_product_standard,3.80,3.80,PLN
5901477193293,1,variant_standard,3.80,3.80,PLN
5901477193293,,base_product_standard,3.80,3.80,PLN
5901477192951,1,variant_standard,0.79,0.79,PLN
5901477192951,,base_product_standard,0.79,0.79,PLN
5901477193019,1,variant_standard,0.79,0.79,PLN
5901477193019,,base_product_standard,0.79,0.79,PLN
5901477193071,1,variant_standard,0.79,0.79,PLN
5901477193071,,base_product_standard,0.79,0.79,PLN
5901477193200,1,variant_standard,0.79,0.79,PLN
5901477193200,,base_product_standard,0.79,0.79,PLN
5901477193255,1,variant_standard,0.79,0.79,PLN
5901477193255,,base_product_standard,0.79,0.79,PLN
5901477193309,1,variant_standard,0.79,0.79,PLN
5901477193309,,base_product_standard,0.79,0.79,PLN
5901477192906,1,variant_standard,1.24,1.24,PLN
5901477192906,,base_product_standard,1.24,1.24,PLN
5901477193026,1,variant_standard,1.24,1.24,PLN
5901477193026,,base_product_standard,1.24,1.24,PLN
5901477193446,1,variant_standard,1.35,1.35,PLN
5901477193446,,base_product_standard,1.35,1.35,PLN
5901477193439,1,variant_standard,1.89,1.89,PLN
5901477193439,,base_product_standard,1.89,1.89,PLN
5901477193460,1,variant_standard,0.64,0.64,PLN
5901477193460,,base_product_standard,0.64,0.64,PLN
5901477193477,1,variant_standard,0.71,0.71,PLN
5901477193477,,base_product_standard,0.71,0.71,PLN
5901477193453,1,variant_standard,0.91,0.91,PLN
5901477193453,,base_product_standard,0.91,0.91,PLN
5901477193514,1,variant_standard,0.53,0.53,PLN
5901477193514,,base_product_standard,0.53,0.53,PLN
5901477193521,1,variant_standard,0.55,0.55,PLN
5901477193521,,base_product_standard,0.55,0.55,PLN
5901477193484,1,variant_standard,0.58,0.58,PLN
5901477193484,,base_product_standard,0.58,0.58,PLN
5901477193491,1,variant_standard,0.7,0.7,PLN
5901477193491,,base_product_standard,0.7,0.7,PLN
5901477193507,1,variant_standard,1.68,1.68,PLN
5901477193507,,base_product_standard,1.68,1.68,PLN
5901477197338,1,variant_standard,4.53,4.53,PLN
5901477197338,,base_product_standard,4.53,4.53,PLN
5901477197345,1,variant_standard,5.31,5.31,PLN
5901477197345,,base_product_standard,5.31,5.31,PLN
5901477197352,1,variant_standard,7.29,7.29,PLN
5901477197352,,base_product_standard,7.29,7.29,PLN
5901477193781,1,variant_standard,3.15,3.15,PLN
5901477193781,,base_product_standard,3.15,3.15,PLN
5901477193798,1,variant_standard,3.23,3.23,PLN
5901477193798,,base_product_standard,3.23,3.23,PLN
5901477193804,1,variant_standard,5.48,5.48,PLN
5901477193804,,base_product_standard,5.48,5.48,PLN
5901477193415,1,variant_standard,37.2,37.2,PLN
5901477193415,,base_product_standard,37.2,37.2,PLN
5901477191923,1,variant_standard,4.67,4.67,PLN
